support,itemsets
0.006399146780429276,"frozenset({'green tea', 'spaghetti', 'ground beef'})"
0.005732568990801226,"frozenset({'green tea', 'milk', 'mineral water'})"
0.005199306759098787,"frozenset({'green tea', 'spaghetti', 'milk'})"
0.004266097853619517,"frozenset({'green tea', 'olive oil', 'mineral water'})"
0.005732568990801226,"frozenset({'pancakes', 'green tea', 'mineral water'})"
0.008265564591387815,"frozenset({'green tea', 'spaghetti', 'mineral water'})"
0.004532728969470737,"frozenset({'green tea', 'spaghetti', 'olive oil'})"
0.004932675643247567,"frozenset({'pancakes', 'green tea', 'spaghetti'})"
0.006665777896280496,"frozenset({'herb & pepper', 'ground beef', 'mineral water'})"
0.006399146780429276,"frozenset({'herb & pepper', 'spaghetti', 'ground beef'})"
0.004799360085321957,"frozenset({'ground beef', 'low fat yogurt', 'mineral water'})"
0.011065191307825623,"frozenset({'ground beef', 'milk', 'mineral water'})"
0.004932675643247567,"frozenset({'ground beef', 'olive oil', 'milk'})"
0.009732035728569524,"frozenset({'ground beef', 'spaghetti', 'milk'})"
0.006665777896280496,"frozenset({'olive oil', 'ground beef', 'mineral water'})"
0.007465671243834155,"frozenset({'pancakes', 'ground beef', 'mineral water'})"
0.005065991201173177,"frozenset({'shrimp', 'ground beef', 'mineral water'})"
0.005065991201173177,"frozenset({'ground beef', 'soup', 'mineral water'})"
0.017064391414478068,"frozenset({'spaghetti', 'ground beef', 'mineral water'})"
0.005465937874950006,"frozenset({'tomatoes', 'ground beef', 'mineral water'})"
0.0061325156645780565,"frozenset({'spaghetti', 'olive oil', 'ground beef'})"
0.006399146780429276,"frozenset({'pancakes', 'spaghetti', 'ground beef'})"
0.005999200106652446,"frozenset({'shrimp', 'spaghetti', 'ground beef'})"
0.005599253432875617,"frozenset({'tomatoes', 'spaghetti', 'ground beef'})"
0.0041327822956939075,"frozenset({'herb & pepper', 'milk', 'mineral water'})"
0.005999200106652446,"frozenset({'herb & pepper', 'spaghetti', 'mineral water'})"
0.004799360085321957,"frozenset({'milk', 'low fat yogurt', 'mineral water'})"
0.004399413411545127,"frozenset({'spaghetti', 'milk', 'low fat yogurt'})"
0.004266097853619517,"frozenset({'pancakes', 'low fat yogurt', 'mineral water'})"
0.005599253432875617,"frozenset({'spaghetti', 'low fat yogurt', 'mineral water'})"
0.008532195707239034,"frozenset({'olive oil', 'milk', 'mineral water'})"
0.007865617917610986,"frozenset({'pancakes', 'milk', 'mineral water'})"
0.004399413411545127,"frozenset({'salmon', 'milk', 'mineral water'})"
0.007865617917610986,"frozenset({'shrimp', 'milk', 'mineral water'})"
0.008532195707239034,"frozenset({'milk', 'soup', 'mineral water'})"
0.01573123583522197,"frozenset({'spaghetti', 'milk', 'mineral water'})"
0.006532462338354886,"frozenset({'tomatoes', 'milk', 'mineral water'})"
0.0061325156645780565,"frozenset({'milk', 'turkey', 'mineral water'})"
0.005065991201173177,"frozenset({'whole wheat rice', 'milk', 'mineral water'})"
0.007199040127982935,"frozenset({'spaghetti', 'olive oil', 'milk'})"
0.004932675643247567,"frozenset({'pancakes', 'spaghetti', 'milk'})"
0.004932675643247567,"frozenset({'shrimp', 'spaghetti', 'milk'})"
0.004532728969470737,"frozenset({'spaghetti', 'milk', 'soup'})"
0.005865884548726837,"frozenset({'tomatoes', 'spaghetti', 'milk'})"
0.004799360085321957,"frozenset({'spaghetti', 'milk', 'turkey'})"
0.004666044527396347,"frozenset({'pancakes', 'olive oil', 'mineral water'})"
0.004532728969470737,"frozenset({'shrimp', 'olive oil', 'mineral water'})"
0.005199306759098787,"frozenset({'olive oil', 'soup', 'mineral water'})"
0.010265297960271964,"frozenset({'spaghetti', 'olive oil', 'mineral water'})"
0.0041327822956939075,"frozenset({'tomatoes', 'olive oil', 'mineral water'})"
0.004532728969470737,"frozenset({'pancakes', 'shrimp', 'mineral water'})"
0.004266097853619517,"frozenset({'pancakes', 'soup', 'mineral water'})"
0.011465137981602452,"frozenset({'pancakes', 'spaghetti', 'mineral water'})"
0.004666044527396347,"frozenset({'pancakes', 'tomatoes', 'mineral water'})"
0.0041327822956939075,"frozenset({'pancakes', 'whole wheat rice', 'mineral water'})"
0.006799093454206106,"frozenset({'salmon', 'spaghetti', 'mineral water'})"
0.008532195707239034,"frozenset({'shrimp', 'spaghetti', 'mineral water'})"
0.007465671243834155,"frozenset({'spaghetti', 'soup', 'mineral water'})"
0.009332089054792695,"frozenset({'tomatoes', 'spaghetti', 'mineral water'})"
0.006399146780429276,"frozenset({'spaghetti', 'turkey', 'mineral water'})"
0.006265831222503666,"frozenset({'whole wheat rice', 'spaghetti', 'mineral water'})"
0.005065991201173177,"frozenset({'pancakes', 'spaghetti', 'olive oil'})"
0.004399413411545127,"frozenset({'spaghetti', 'tomatoes', 'olive oil'})"
0.0041327822956939075,"frozenset({'chocolate', 'milk', 'eggs', 'mineral water'})"
0.004532728969470737,"frozenset({'chocolate', 'spaghetti', 'eggs', 'mineral water'})"
0.0041327822956939075,"frozenset({'chocolate', 'frozen vegetables', 'spaghetti', 'mineral water'})"
0.004932675643247567,"frozenset({'chocolate', 'spaghetti', 'milk', 'mineral water'})"
0.004399413411545127,"frozenset({'spaghetti', 'milk', 'eggs', 'mineral water'})"
0.004399413411545127,"frozenset({'frozen vegetables', 'spaghetti', 'ground beef', 'mineral water'})"
0.004532728969470737,"frozenset({'frozen vegetables', 'spaghetti', 'milk', 'mineral water'})"
0.004399413411545127,"frozenset({'ground beef', 'spaghetti', 'milk', 'mineral water'})"
